...1,A_YEAR,C_COW_ALPHA,D_INTERVIEW,Q260,X003R,Q275R,Q112,Q113,Q114,Q115,Q116,Q117,Country Code,Country Name,GDP,FDI,GDPgr,Oilrents,Taxrevenue,ControlCorruption,CPIA
10659,2020,MNG,496070283,2,1,3,6,3,2,3,4,2,MNE,Montenegro,4769996866,11.13004948,-15.30689376,0,..,-0.043737181,..
10660,2020,MNG,496070284,1,1,3,8,2,3,3,2,1,MNE,Montenegro,4769996866,11.13004948,-15.30689376,0,..,-0.043737181,..
10661,2020,MNG,496070285,2,4,3,9,3,3,4,2,3,MNE,Montenegro,4769996866,11.13004948,-15.30689376,0,..,-0.043737181,..
10662,2020,MNG,496070286,2,2,3,10,3,3,3,1,2,MNE,Montenegro,4769996866,11.13004948,-15.30689376,0,..,-0.043737181,..
10663,2020,MNG,496070287,2,3,3,1,2,1,2,3,2,MNE,Montenegro,4769996866,11.13004948,-15.30689376,0,..,-0.043737181,..
10664,2020,MNG,496070288,2,3,2,1,2,2,2,2,2,MNE,Montenegro,4769996866,11.13004948,-15.30689376,0,..,-0.043737181,..
10665,2020,MNG,496070289,1,2,3,1,2,3,2,2,2,MNE,Montenegro,4769996866,11.13004948,-15.30689376,0,..,-0.043737181,..
10666,2020,MNG,496070290,2,2,3,1,2,3,2,1,2,MNE,Montenegro,4769996866,11.13004948,-15.30689376,0,..,-0.043737181,..
10667,2020,MNG,496070291,1,4,2,6,2,2,2,2,2,MNE,Montenegro,4769996866,11.13004948,-15.30689376,0,..,-0.043737181,..
10668,2020,MNG,496070292,2,3,3,10,4,3,4,3,3,MNE,Montenegro,4769996866,11.13004948,-15.30689376,0,..,-0.043737181,..
10669,2020,MNG,496070293,2,3,3,10,4,3,3,3,3,MNE,Montenegro,4769996866,11.13004948,-15.30689376,0,..,-0.043737181,..
10670,2020,MNG,496070294,1,3,3,7,3,3,3,3,4,MNE,Montenegro,4769996866,11.13004948,-15.30689376,0,..,-0.043737181,..
10671,2020,MNG,496070295,1,2,3,9,4,2,4,3,3,MNE,Montenegro,4769996866,11.13004948,-15.30689376,0,..,-0.043737181,..
10672,2020,MNG,496070296,2,1,3,7,3,3,3,3,3,MNE,Montenegro,4769996866,11.13004948,-15.30689376,0,..,-0.043737181,..
10673,2020,MNG,496070297,1,2,3,10,3,1,2,2,2,MNE,Montenegro,4769996866,11.13004948,-15.30689376,0,..,-0.043737181,..
10674,2020,MNG,496070298,2,2,3,10,4,4,4,3,3,MNE,Montenegro,4769996866,11.13004948,-15.30689376,0,..,-0.043737181,..
10675,2020,MNG,496070299,1,6,3,5,4,3,4,3,2,MNE,Montenegro,4769996866,11.13004948,-15.30689376,0,..,-0.043737181,..
10676,2020,MNG,496070300,2,4,2,10,3,3,3,2,2,MNE,Montenegro,4769996866,11.13004948,-15.30689376,0,..,-0.043737181,..
10677,2020,MNG,496070301,2,4,2,5,3,3,3,3,3,MNE,Montenegro,4769996866,11.13004948,-15.30689376,0,..,-0.043737181,..
10678,2020,MNG,496070302,1,4,3,8,3,3,3,3,1,MNE,Montenegro,4769996866,11.13004948,-15.30689376,0,..,-0.043737181,..
10679,2020,MNG,496070303,1,3,3,7,3,2,3,2,3,MNE,Montenegro,4769996866,11.13004948,-15.30689376,0,..,-0.043737181,..
10680,2020,MNG,496070304,2,5,2,6,2,2,2,2,2,MNE,Montenegro,4769996866,11.13004948,-15.30689376,0,..,-0.043737181,..
10681,2020,MNG,496070305,1,5,3,8,3,3,2,2,3,MNE,Montenegro,4769996866,11.13004948,-15.30689376,0,..,-0.043737181,..
10682,2020,MNG,496070306,2,4,3,8,3,3,3,2,2,MNE,Montenegro,4769996866,11.13004948,-15.30689376,0,..,-0.043737181,..
10683,2020,MNG,496070307,1,4,3,8,3,3,2,2,2,MNE,Montenegro,4769996866,11.13004948,-15.30689376,0,..,-0.043737181,..
10684,2020,MNG,496070308,2,3,3,10,3,3,4,2,2,MNE,Montenegro,4769996866,11.13004948,-15.30689376,0,..,-0.043737181,..
10685,2020,MNG,496070309,2,3,3,6,2,1,2,3,2,MNE,Montenegro,4769996866,11.13004948,-15.30689376,0,..,-0.043737181,..
10686,2020,MNG,496070310,1,1,2,9,3,3,3,3,2,MNE,Montenegro,4769996866,11.13004948,-15.30689376,0,..,-0.043737181,..
10687,2020,MNG,496070311,2,2,2,8,3,2,2,2,3,MNE,Montenegro,4769996866,11.13004948,-15.30689376,0,..,-0.043737181,..
10688,2020,MNG,496070312,2,2,3,9,3,3,3,2,2,MNE,Montenegro,4769996866,11.13004948,-15.30689376,0,..,-0.043737181,..
10689,2020,MNG,496070313,1,2,3,8,3,2,2,2,2,MNE,Montenegro,4769996866,11.13004948,-15.30689376,0,..,-0.043737181,..
10690,2020,MNG,496070314,2,2,3,10,3,3,3,3,1,MNE,Montenegro,4769996866,11.13004948,-15.30689376,0,..,-0.043737181,..
10691,2020,MNG,496070315,1,3,3,8,3,2,2,2,2,MNE,Montenegro,4769996866,11.13004948,-15.30689376,0,..,-0.043737181,..
10692,2020,MNG,496070316,2,6,3,6,1,3,3,3,3,MNE,Montenegro,4769996866,11.13004948,-15.30689376,0,..,-0.043737181,..
10693,2020,MNG,496070317,1,2,2,4,3,3,3,3,3,MNE,Montenegro,4769996866,11.13004948,-15.30689376,0,..,-0.043737181,..
10694,2020,MNG,496070318,2,1,1,5,2,2,3,1,3,MNE,Montenegro,4769996866,11.13004948,-15.30689376,0,..,-0.043737181,..
10695,2020,MNG,496070319,2,2,2,6,1,2,3,3,2,MNE,Montenegro,4769996866,11.13004948,-15.30689376,0,..,-0.043737181,..
10696,2020,MNG,496070320,2,2,3,7,2,2,1,2,2,MNE,Montenegro,4769996866,11.13004948,-15.30689376,0,..,-0.043737181,..
10697,2020,MNG,496070321,2,2,3,6,1,2,1,2,1,MNE,Montenegro,4769996866,11.13004948,-15.30689376,0,..,-0.043737181,..
10698,2020,MNG,496070322,1,2,3,6,2,2,1,2,3,MNE,Montenegro,4769996866,11.13004948,-15.30689376,0,..,-0.043737181,..
10699,2020,MNG,496070323,1,3,3,6,2,1,1,2,2,MNE,Montenegro,4769996866,11.13004948,-15.30689376,0,..,-0.043737181,..
10700,2020,MNG,496070324,2,3,3,8,3,3,3,3,3,MNE,Montenegro,4769996866,11.13004948,-15.30689376,0,..,-0.043737181,..
10701,2020,MNG,496070325,1,4,3,7,1,3,3,3,3,MNE,Montenegro,4769996866,11.13004948,-15.30689376,0,..,-0.043737181,..
10702,2020,MNG,496070326,2,5,3,6,1,1,1,2,2,MNE,Montenegro,4769996866,11.13004948,-15.30689376,0,..,-0.043737181,..
10703,2020,MNG,496070327,1,5,3,8,2,1,2,2,1,MNE,Montenegro,4769996866,11.13004948,-15.30689376,0,..,-0.043737181,..
10704,2020,MNG,496070328,1,3,2,6,4,4,4,4,4,MNE,Montenegro,4769996866,11.13004948,-15.30689376,0,..,-0.043737181,..
10705,2020,MNG,496070329,2,1,2,6,3,3,3,2,2,MNE,Montenegro,4769996866,11.13004948,-15.30689376,0,..,-0.043737181,..
10706,2020,MNG,496070330,1,6,2,8,3,3,3,3,2,MNE,Montenegro,4769996866,11.13004948,-15.30689376,0,..,-0.043737181,..
10707,2020,MNG,496070331,2,4,2,8,4,3,2,3,2,MNE,Montenegro,4769996866,11.13004948,-15.30689376,0,..,-0.043737181,..
10708,2020,MNG,496070332,2,4,1,10,4,4,3,4,2,MNE,Montenegro,4769996866,11.13004948,-15.30689376,0,..,-0.043737181,..
10709,2020,MNG,496070333,2,3,1,10,4,3,4,3,3,MNE,Montenegro,4769996866,11.13004948,-15.30689376,0,..,-0.043737181,..
10710,2020,MNG,496070334,1,2,2,4,2,3,2,2,3,MNE,Montenegro,4769996866,11.13004948,-15.30689376,0,..,-0.043737181,..
10711,2020,MNG,496070335,1,3,3,8,3,3,3,3,3,MNE,Montenegro,4769996866,11.13004948,-15.30689376,0,..,-0.043737181,..
10712,2020,MNG,496070336,1,3,3,7,3,2,3,2,3,MNE,Montenegro,4769996866,11.13004948,-15.30689376,0,..,-0.043737181,..
10713,2020,MNG,496070337,1,2,2,7,4,3,4,3,4,MNE,Montenegro,4769996866,11.13004948,-15.30689376,0,..,-0.043737181,..
10714,2020,MNG,496070338,2,2,3,8,4,3,3,2,2,MNE,Montenegro,4769996866,11.13004948,-15.30689376,0,..,-0.043737181,..
10715,2020,MNG,496070339,2,2,3,8,3,3,3,2,2,MNE,Montenegro,4769996866,11.13004948,-15.30689376,0,..,-0.043737181,..
10716,2020,MNG,496070340,1,2,3,8,4,3,2,3,3,MNE,Montenegro,4769996866,11.13004948,-15.30689376,0,..,-0.043737181,..
10717,2020,MNG,496070341,2,1,2,1,2,1,2,1,2,MNE,Montenegro,4769996866,11.13004948,-15.30689376,0,..,-0.043737181,..
10718,2020,MNG,496070342,1,5,2,10,3,3,3,3,3,MNE,Montenegro,4769996866,11.13004948,-15.30689376,0,..,-0.043737181,..
10719,2020,MNG,496070343,1,4,3,8,3,3,3,2,2,MNE,Montenegro,4769996866,11.13004948,-15.30689376,0,..,-0.043737181,..
10720,2020,MNG,496070344,2,4,3,10,4,4,4,4,4,MNE,Montenegro,4769996866,11.13004948,-15.30689376,0,..,-0.043737181,..
10721,2020,MNG,496070345,2,4,2,10,4,4,4,4,2,MNE,Montenegro,4769996866,11.13004948,-15.30689376,0,..,-0.043737181,..
10722,2020,MNG,496070346,2,3,3,10,3,3,2,3,1,MNE,Montenegro,4769996866,11.13004948,-15.30689376,0,..,-0.043737181,..
10723,2020,MNG,496070347,2,3,2,10,4,4,4,4,4,MNE,Montenegro,4769996866,11.13004948,-15.30689376,0,..,-0.043737181,..
10724,2020,MNG,496070348,1,3,3,6,1,2,2,1,2,MNE,Montenegro,4769996866,11.13004948,-15.30689376,0,..,-0.043737181,..
10725,2020,MNG,496070349,1,3,3,6,3,1,3,3,1,MNE,Montenegro,4769996866,11.13004948,-15.30689376,0,..,-0.043737181,..
10726,2020,MNG,496070350,1,2,2,7,3,3,3,2,3,MNE,Montenegro,4769996866,11.13004948,-15.30689376,0,..,-0.043737181,..
10727,2020,MNG,496070351,2,2,3,7,2,2,1,2,2,MNE,Montenegro,4769996866,11.13004948,-15.30689376,0,..,-0.043737181,..
10728,2020,MNG,496070352,2,2,3,10,4,4,4,3,2,MNE,Montenegro,4769996866,11.13004948,-15.30689376,0,..,-0.043737181,..
10729,2020,MNG,496070353,1,2,3,8,2,2,3,4,4,MNE,Montenegro,4769996866,11.13004948,-15.30689376,0,..,-0.043737181,..
10730,2020,MNG,496070354,2,1,3,6,4,4,4,4,4,MNE,Montenegro,4769996866,11.13004948,-15.30689376,0,..,-0.043737181,..
10731,2020,MNG,496070355,2,6,3,9,2,1,1,2,2,MNE,Montenegro,4769996866,11.13004948,-15.30689376,0,..,-0.043737181,..
10732,2020,MNG,496070356,2,1,3,7,1,2,3,4,1,MNE,Montenegro,4769996866,11.13004948,-15.30689376,0,..,-0.043737181,..
10733,2020,MNG,496070357,2,2,3,10,4,4,4,4,4,MNE,Montenegro,4769996866,11.13004948,-15.30689376,0,..,-0.043737181,..
10734,2020,MNG,496070358,1,2,3,8,2,2,3,2,1,MNE,Montenegro,4769996866,11.13004948,-15.30689376,0,..,-0.043737181,..
10735,2020,MNG,496070359,2,2,3,10,3,3,3,3,3,MNE,Montenegro,4769996866,11.13004948,-15.30689376,0,..,-0.043737181,..
10736,2020,MNG,496070360,1,2,3,8,2,2,1,3,2,MNE,Montenegro,4769996866,11.13004948,-15.30689376,0,..,-0.043737181,..
10737,2020,MNG,496070361,2,3,3,9,3,2,3,3,2,MNE,Montenegro,4769996866,11.13004948,-15.30689376,0,..,-0.043737181,..
10738,2020,MNG,496070362,2,3,3,8,2,2,3,1,4,MNE,Montenegro,4769996866,11.13004948,-15.30689376,0,..,-0.043737181,..
10739,2020,MNG,496070363,1,3,3,10,4,4,4,4,4,MNE,Montenegro,4769996866,11.13004948,-15.30689376,0,..,-0.043737181,..
10740,2020,MNG,496070364,2,4,3,6,2,3,1,2,4,MNE,Montenegro,4769996866,11.13004948,-15.30689376,0,..,-0.043737181,..
10741,2020,MNG,496070365,1,4,3,7,3,2,1,2,1,MNE,Montenegro,4769996866,11.13004948,-15.30689376,0,..,-0.043737181,..
10742,2020,MNG,496070366,2,5,3,7,2,3,1,2,2,MNE,Montenegro,4769996866,11.13004948,-15.30689376,0,..,-0.043737181,..
10743,2020,MNG,496070367,1,5,3,6,2,3,2,2,3,MNE,Montenegro,4769996866,11.13004948,-15.30689376,0,..,-0.043737181,..
10744,2020,MNG,496070368,1,6,3,8,2,1,2,3,2,MNE,Montenegro,4769996866,11.13004948,-15.30689376,0,..,-0.043737181,..
10745,2020,MNG,496070369,2,6,3,7,3,2,1,2,1,MNE,Montenegro,4769996866,11.13004948,-15.30689376,0,..,-0.043737181,..
10746,2020,MNG,496070370,1,1,3,6,2,3,2,3,2,MNE,Montenegro,4769996866,11.13004948,-15.30689376,0,..,-0.043737181,..
10747,2020,MNG,496070371,2,4,3,5,4,3,2,3,4,MNE,Montenegro,4769996866,11.13004948,-15.30689376,0,..,-0.043737181,..
10748,2020,MNG,496070372,2,2,3,6,2,2,2,3,4,MNE,Montenegro,4769996866,11.13004948,-15.30689376,0,..,-0.043737181,..
10749,2020,MNG,496070373,1,2,3,3,2,1,3,3,1,MNE,Montenegro,4769996866,11.13004948,-15.30689376,0,..,-0.043737181,..
10750,2020,MNG,496070374,2,2,3,2,1,3,2,2,4,MNE,Montenegro,4769996866,11.13004948,-15.30689376,0,..,-0.043737181,..
10751,2020,MNG,496070375,1,2,3,9,3,1,2,1,4,MNE,Montenegro,4769996866,11.13004948,-15.30689376,0,..,-0.043737181,..
10752,2020,MNG,496070376,1,3,3,5,1,2,2,1,4,MNE,Montenegro,4769996866,11.13004948,-15.30689376,0,..,-0.043737181,..
10753,2020,MNG,496070377,2,3,3,4,1,2,2,1,1,MNE,Montenegro,4769996866,11.13004948,-15.30689376,0,..,-0.043737181,..
10754,2020,MNG,496070378,2,2,3,5,2,2,2,2,1,MNE,Montenegro,4769996866,11.13004948,-15.30689376,0,..,-0.043737181,..
10755,2020,MNG,496070379,1,1,3,5,2,3,1,2,1,MNE,Montenegro,4769996866,11.13004948,-15.30689376,0,..,-0.043737181,..
10756,2020,MNG,496070380,1,5,3,4,2,2,3,1,4,MNE,Montenegro,4769996866,11.13004948,-15.30689376,0,..,-0.043737181,..
10757,2020,MNG,496070381,1,4,3,6,3,2,3,3,2,MNE,Montenegro,4769996866,11.13004948,-15.30689376,0,..,-0.043737181,..
10758,2020,MNG,496070382,2,1,3,7,3,3,2,3,1,MNE,Montenegro,4769996866,11.13004948,-15.30689376,0,..,-0.043737181,..
10759,2020,MNG,496070383,2,5,3,4,3,3,3,2,2,MNE,Montenegro,4769996866,11.13004948,-15.30689376,0,..,-0.043737181,..
10760,2020,MNG,496070384,2,3,2,7,2,2,1,4,2,MNE,Montenegro,4769996866,11.13004948,-15.30689376,0,..,-0.043737181,..
10761,2020,MNG,496070385,1,3,2,7,1,2,3,3,4,MNE,Montenegro,4769996866,11.13004948,-15.30689376,0,..,-0.043737181,..
10762,2020,MNG,496070386,2,3,3,7,2,2,4,3,2,MNE,Montenegro,4769996866,11.13004948,-15.30689376,0,..,-0.043737181,..
10763,2020,MNG,496070387,1,4,3,5,2,3,3,4,3,MNE,Montenegro,4769996866,11.13004948,-15.30689376,0,..,-0.043737181,..
10764,2020,MNG,496070388,2,4,3,4,3,3,2,3,3,MNE,Montenegro,4769996866,11.13004948,-15.30689376,0,..,-0.043737181,..
10765,2020,MNG,496070389,2,5,1,6,1,2,2,3,1,MNE,Montenegro,4769996866,11.13004948,-15.30689376,0,..,-0.043737181,..
10766,2020,MNG,496070390,1,5,2,8,1,1,3,4,2,MNE,Montenegro,4769996866,11.13004948,-15.30689376,0,..,-0.043737181,..
10767,2020,MNG,496070391,2,2,3,6,2,2,1,4,2,MNE,Montenegro,4769996866,11.13004948,-15.30689376,0,..,-0.043737181,..
10768,2020,MNG,496070392,1,2,3,5,2,1,1,3,3,MNE,Montenegro,4769996866,11.13004948,-15.30689376,0,..,-0.043737181,..
10769,2020,MNG,496070393,2,2,3,7,1,2,2,4,3,MNE,Montenegro,4769996866,11.13004948,-15.30689376,0,..,-0.043737181,..
10770,2020,MNG,496070394,1,2,2,8,1,1,3,2,4,MNE,Montenegro,4769996866,11.13004948,-15.30689376,0,..,-0.043737181,..
10771,2020,MNG,496070395,2,1,2,8,1,2,2,4,1,MNE,Montenegro,4769996866,11.13004948,-15.30689376,0,..,-0.043737181,..
10772,2020,MNG,496070396,1,1,3,8,2,3,2,3,2,MNE,Montenegro,4769996866,11.13004948,-15.30689376,0,..,-0.043737181,..
10773,2020,MNG,496070397,1,3,2,2,3,3,4,2,4,MNE,Montenegro,4769996866,11.13004948,-15.30689376,0,..,-0.043737181,..
10774,2020,MNG,496070398,1,4,2,9,4,3,3,3,3,MNE,Montenegro,4769996866,11.13004948,-15.30689376,0,..,-0.043737181,..
10775,2020,MNG,496070399,1,4,2,9,3,2,2,3,4,MNE,Montenegro,4769996866,11.13004948,-15.30689376,0,..,-0.043737181,..
10776,2020,MNG,496070400,2,3,3,9,4,3,2,3,3,MNE,Montenegro,4769996866,11.13004948,-15.30689376,0,..,-0.043737181,..
10777,2020,MNG,496070401,2,3,3,9,4,2,2,3,3,MNE,Montenegro,4769996866,11.13004948,-15.30689376,0,..,-0.043737181,..
10778,2020,MNG,496070402,1,3,3,9,4,3,2,3,3,MNE,Montenegro,4769996866,11.13004948,-15.30689376,0,..,-0.043737181,..
10779,2020,MNG,496070403,1,3,2,10,4,3,4,2,3,MNE,Montenegro,4769996866,11.13004948,-15.30689376,0,..,-0.043737181,..
10780,2020,MNG,496070404,2,2,3,9,3,2,2,3,4,MNE,Montenegro,4769996866,11.13004948,-15.30689376,0,..,-0.043737181,..
10781,2020,MNG,496070405,2,2,1,10,4,3,2,2,3,MNE,Montenegro,4769996866,11.13004948,-15.30689376,0,..,-0.043737181,..
10782,2020,MNG,496070406,1,2,1,10,4,3,2,3,3,MNE,Montenegro,4769996866,11.13004948,-15.30689376,0,..,-0.043737181,..
10783,2020,MNG,496070407,2,2,3,9,3,2,2,3,4,MNE,Montenegro,4769996866,11.13004948,-15.30689376,0,..,-0.043737181,..
10784,2020,MNG,496070408,1,2,3,10,4,3,3,4,3,MNE,Montenegro,4769996866,11.13004948,-15.30689376,0,..,-0.043737181,..
10785,2020,MNG,496070409,2,1,3,9,4,3,3,2,3,MNE,Montenegro,4769996866,11.13004948,-15.30689376,0,..,-0.043737181,..
10786,2020,MNG,496070410,1,1,3,6,2,2,3,4,3,MNE,Montenegro,4769996866,11.13004948,-15.30689376,0,..,-0.043737181,..
10787,2020,MNG,496070411,2,4,2,9,3,4,3,2,3,MNE,Montenegro,4769996866,11.13004948,-15.30689376,0,..,-0.043737181,..
10788,2020,MNG,496070412,2,5,2,6,2,3,3,2,1,MNE,Montenegro,4769996866,11.13004948,-15.30689376,0,..,-0.043737181,..
10789,2020,MNG,496070413,2,4,3,7,1,2,3,4,2,MNE,Montenegro,4769996866,11.13004948,-15.30689376,0,..,-0.043737181,..
10790,2020,MNG,496070414,1,4,3,8,2,1,2,3,3,MNE,Montenegro,4769996866,11.13004948,-15.30689376,0,..,-0.043737181,..
10791,2020,MNG,496070415,2,3,3,6,2,3,3,2,1,MNE,Montenegro,4769996866,11.13004948,-15.30689376,0,..,-0.043737181,..
10792,2020,MNG,496070416,1,3,3,7,3,3,2,2,1,MNE,Montenegro,4769996866,11.13004948,-15.30689376,0,..,-0.043737181,..
10793,2020,MNG,496070417,2,3,3,9,2,1,3,2,2,MNE,Montenegro,4769996866,11.13004948,-15.30689376,0,..,-0.043737181,..
10794,2020,MNG,496070418,1,2,3,8,2,3,2,4,4,MNE,Montenegro,4769996866,11.13004948,-15.30689376,0,..,-0.043737181,..
10795,2020,MNG,496070419,1,2,1,9,2,3,1,4,4,MNE,Montenegro,4769996866,11.13004948,-15.30689376,0,..,-0.043737181,..
10796,2020,MNG,496070420,2,2,2,7,1,2,3,3,2,MNE,Montenegro,4769996866,11.13004948,-15.30689376,0,..,-0.043737181,..
10797,2020,MNG,496070421,1,1,3,8,2,3,2,3,2,MNE,Montenegro,4769996866,11.13004948,-15.30689376,0,..,-0.043737181,..
10798,2020,MNG,496070422,2,1,3,10,1,2,2,2,1,MNE,Montenegro,4769996866,11.13004948,-15.30689376,0,..,-0.043737181,..
10799,2020,MNG,496070423,1,1,2,7,3,3,2,3,3,MNE,Montenegro,4769996866,11.13004948,-15.30689376,0,..,-0.043737181,..
10800,2020,MNG,496070424,1,5,3,8,2,1,3,3,2,MNE,Montenegro,4769996866,11.13004948,-15.30689376,0,..,-0.043737181,..
10801,2020,MNG,496070425,1,6,2,6,2,3,2,2,1,MNE,Montenegro,4769996866,11.13004948,-15.30689376,0,..,-0.043737181,..
10802,2020,MNG,496070426,1,5,1,7,2,2,3,2,1,MNE,Montenegro,4769996866,11.13004948,-15.30689376,0,..,-0.043737181,..
10803,2020,MNG,496070427,2,5,2,7,2,2,3,2,1,MNE,Montenegro,4769996866,11.13004948,-15.30689376,0,..,-0.043737181,..
10804,2020,MNG,496070428,2,4,2,6,3,2,3,2,1,MNE,Montenegro,4769996866,11.13004948,-15.30689376,0,..,-0.043737181,..
10805,2020,MNG,496070429,1,4,2,6,2,1,2,3,2,MNE,Montenegro,4769996866,11.13004948,-15.30689376,0,..,-0.043737181,..
10806,2020,MNG,496070430,2,3,3,7,2,2,3,2,1,MNE,Montenegro,4769996866,11.13004948,-15.30689376,0,..,-0.043737181,..
10807,2020,MNG,496070431,1,3,3,8,2,3,3,2,1,MNE,Montenegro,4769996866,11.13004948,-15.30689376,0,..,-0.043737181,..
10808,2020,MNG,496070432,1,2,3,8,1,2,3,2,4,MNE,Montenegro,4769996866,11.13004948,-15.30689376,0,..,-0.043737181,..
10809,2020,MNG,496070433,2,2,2,7,2,3,2,2,1,MNE,Montenegro,4769996866,11.13004948,-15.30689376,0,..,-0.043737181,..
10810,2020,MNG,496070434,2,2,3,7,2,3,2,1,2,MNE,Montenegro,4769996866,11.13004948,-15.30689376,0,..,-0.043737181,..
10811,2020,MNG,496070435,1,2,2,4,2,2,2,2,1,MNE,Montenegro,4769996866,11.13004948,-15.30689376,0,..,-0.043737181,..
10812,2020,MNG,496070436,2,1,3,8,2,3,2,3,1,MNE,Montenegro,4769996866,11.13004948,-15.30689376,0,..,-0.043737181,..
10813,2020,MNG,496070437,1,1,2,6,3,2,3,2,1,MNE,Montenegro,4769996866,11.13004948,-15.30689376,0,..,-0.043737181,..
10814,2020,MNG,496070438,2,1,3,5,2,3,3,2,1,MNE,Montenegro,4769996866,11.13004948,-15.30689376,0,..,-0.043737181,..
10815,2020,MNG,496070439,2,5,2,8,2,2,2,2,1,MNE,Montenegro,4769996866,11.13004948,-15.30689376,0,..,-0.043737181,..
10816,2020,MNG,496070440,2,3,2,8,2,2,4,3,2,MNE,Montenegro,4769996866,11.13004948,-15.30689376,0,..,-0.043737181,..
10817,2020,MNG,496070441,1,3,3,8,3,3,2,2,1,MNE,Montenegro,4769996866,11.13004948,-15.30689376,0,..,-0.043737181,..
10818,2020,MNG,496070442,2,2,3,7,3,3,4,2,3,MNE,Montenegro,4769996866,11.13004948,-15.30689376,0,..,-0.043737181,..
10819,2020,MNG,496070443,1,2,3,5,2,2,3,1,2,MNE,Montenegro,4769996866,11.13004948,-15.30689376,0,..,-0.043737181,..
10820,2020,MNG,496070444,1,2,3,4,1,2,2,1,3,MNE,Montenegro,4769996866,11.13004948,-15.30689376,0,..,-0.043737181,..
10821,2020,MNG,496070445,1,2,3,1,3,3,4,4,3,MNE,Montenegro,4769996866,11.13004948,-15.30689376,0,..,-0.043737181,..
10822,2020,MNG,496070446,1,1,2,6,4,3,4,3,4,MNE,Montenegro,4769996866,11.13004948,-15.30689376,0,..,-0.043737181,..
10823,2020,MNG,496070447,2,1,2,6,2,1,2,2,4,MNE,Montenegro,4769996866,11.13004948,-15.30689376,0,..,-0.043737181,..
10824,2020,MNG,496070448,1,5,1,5,1,2,2,3,1,MNE,Montenegro,4769996866,11.13004948,-15.30689376,0,..,-0.043737181,..
10825,2020,MNG,496070449,2,5,3,9,3,3,4,4,3,MNE,Montenegro,4769996866,11.13004948,-15.30689376,0,..,-0.043737181,..
10826,2020,MNG,496070450,1,4,1,4,1,2,2,3,4,MNE,Montenegro,4769996866,11.13004948,-15.30689376,0,..,-0.043737181,..
10827,2020,MNG,496070451,2,4,3,6,2,2,3,2,2,MNE,Montenegro,4769996866,11.13004948,-15.30689376,0,..,-0.043737181,..
10828,2020,MNG,496070452,2,5,2,6,2,3,4,4,4,MNE,Montenegro,4769996866,11.13004948,-15.30689376,0,..,-0.043737181,..
10829,2020,MNG,496070453,2,6,2,7,3,2,1,2,1,MNE,Montenegro,4769996866,11.13004948,-15.30689376,0,..,-0.043737181,..
10830,2020,MNG,496070454,1,5,2,3,2,3,4,3,4,MNE,Montenegro,4769996866,11.13004948,-15.30689376,0,..,-0.043737181,..
10831,2020,MNG,496070455,1,4,1,6,3,3,2,1,3,MNE,Montenegro,4769996866,11.13004948,-15.30689376,0,..,-0.043737181,..
10832,2020,MNG,496070456,2,4,2,7,1,2,3,2,1,MNE,Montenegro,4769996866,11.13004948,-15.30689376,0,..,-0.043737181,..
10833,2020,MNG,496070457,2,3,3,7,1,4,4,3,4,MNE,Montenegro,4769996866,11.13004948,-15.30689376,0,..,-0.043737181,..
10834,2020,MNG,496070458,1,3,2,8,2,2,2,2,1,MNE,Montenegro,4769996866,11.13004948,-15.30689376,0,..,-0.043737181,..
10835,2020,MNG,496070459,1,2,3,7,3,3,2,2,1,MNE,Montenegro,4769996866,11.13004948,-15.30689376,0,..,-0.043737181,..
10836,2020,MNG,496070460,2,2,2,9,4,4,4,2,2,MNE,Montenegro,4769996866,11.13004948,-15.30689376,0,..,-0.043737181,..
10837,2020,MNG,496070461,2,1,2,9,1,2,2,3,3,MNE,Montenegro,4769996866,11.13004948,-15.30689376,0,..,-0.043737181,..
10838,2020,MNG,496070462,1,1,2,5,1,2,3,2,3,MNE,Montenegro,4769996866,11.13004948,-15.30689376,0,..,-0.043737181,..
10839,2020,MNG,496070463,2,1,2,8,2,3,4,4,4,MNE,Montenegro,4769996866,11.13004948,-15.30689376,0,..,-0.043737181,..
10840,2020,MNG,496070464,2,2,3,4,1,2,3,4,2,MNE,Montenegro,4769996866,11.13004948,-15.30689376,0,..,-0.043737181,..
10841,2020,MNG,496070465,1,6,1,9,1,2,2,1,3,MNE,Montenegro,4769996866,11.13004948,-15.30689376,0,..,-0.043737181,..
10842,2020,MNG,496070466,1,6,3,4,1,2,2,1,1,MNE,Montenegro,4769996866,11.13004948,-15.30689376,0,..,-0.043737181,..
10843,2020,MNG,496070467,2,5,3,9,3,3,3,3,2,MNE,Montenegro,4769996866,11.13004948,-15.30689376,0,..,-0.043737181,..
10844,2020,MNG,496070468,2,6,2,9,3,3,3,3,3,MNE,Montenegro,4769996866,11.13004948,-15.30689376,0,..,-0.043737181,..
10845,2020,MNG,496070469,1,5,2,6,3,4,2,3,1,MNE,Montenegro,4769996866,11.13004948,-15.30689376,0,..,-0.043737181,..
10846,2020,MNG,496070470,1,4,2,1,3,3,2,3,2,MNE,Montenegro,4769996866,11.13004948,-15.30689376,0,..,-0.043737181,..
10847,2020,MNG,496070471,1,4,2,6,2,2,2,3,2,MNE,Montenegro,4769996866,11.13004948,-15.30689376,0,..,-0.043737181,..
10848,2020,MNG,496070472,2,4,1,5,1,2,2,2,1,MNE,Montenegro,4769996866,11.13004948,-15.30689376,0,..,-0.043737181,..
